id,feature_ids,scenario,role_preconditions,environment,verification_level,outcome,evidence,limitations,findings,prior_outcome,evidence_use,new_execution_this_round,blocker_expression,feature_specific_requirements,lower_level_option_not_full_flow,live_provider_access_required,operational_task_outcome,operational_block_reason,operational_new_evidence,source_head
FLOW-CB-refresh_stats,CB-refresh_stats,Representative full-path contract for refresh_stats,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1545,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-refresh_supply,CB-refresh_supply,Representative full-path contract for refresh_supply,actor/chat identity; private admin for admin-only effects,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1540,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND NODE-01,TG-01;IDENTITY-01;NODE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-wp,CB-wp,Representative full-path contract for wp:<token>,token bound to chat and currently tracked wallet,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1294,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-wbal,CB-wbal,Representative full-path contract for wbal:<token>,token bound to chat and currently tracked wallet,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1313,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01 AND NODE-01,TG-01;IDENTITY-01;DB-01;NODE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-wblk,CB-wblk,Representative full-path contract for wblk:<token>[:page],token bound to chat and currently tracked wallet,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1333,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-wmin,CB-wmin,Representative full-path contract for wmin:<token>,token bound to chat and currently tracked wallet,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1360,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01 AND NODE-01,TG-01;IDENTITY-01;DB-01;NODE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-wrc,CB-wrc,Representative full-path contract for wrc:<token>,token bound to chat and currently tracked wallet,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1377,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-wrd,CB-wrd,Representative full-path contract for wrd:<token>,token bound to chat and currently tracked wallet,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:34,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-pause,CB-confirm-pause,Representative full-path contract for admin_do:pause:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-resume,CB-confirm-resume,Representative full-path contract for admin_do:resume:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-cleanup_events,CB-confirm-cleanup_events,Representative full-path contract for admin_do:cleanup_events:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-mute_alerts,CB-confirm-mute_alerts,Representative full-path contract for admin_do:mute_alerts:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01 AND QUEUE-01,TG-01;IDENTITY-01;DB-01;QUEUE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-unmute_alerts,CB-confirm-unmute_alerts,Representative full-path contract for admin_do:unmute_alerts:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01 AND QUEUE-01,TG-01;IDENTITY-01;DB-01;QUEUE-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-clear_wallets,CB-confirm-clear_wallets,Representative full-path contract for admin_do:clear_wallets:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-forget_all,CB-confirm-forget_all,Representative full-path contract for admin_do:forget_all:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-toggle_memory,CB-confirm-toggle_memory,Representative full-path contract for admin_do:toggle_memory:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-toggle_live_sync,CB-confirm-toggle_live_sync,Representative full-path contract for admin_do:toggle_live_sync:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-confirm-toggle_maintenance,CB-confirm-toggle_maintenance,Representative full-path contract for admin_do:toggle_maintenance:<nonce>,bound actor/chat/message/action; TTL 60 seconds; private admin except own data deletion,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/admin_confirm.rs:332,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01 AND DB-01,TG-01;IDENTITY-01;DB-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-legacy-rm_wallet_,CB-legacy-rm_wallet_,Representative full-path contract for rm_wallet_<legacy payload>,stale client message,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1270,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-legacy-wallet_panel_,CB-legacy-wallet_panel_,Representative full-path contract for wallet_panel_<legacy payload>,stale client message,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1271,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-legacy-wallet_balance_,CB-legacy-wallet_balance_,Representative full-path contract for wallet_balance_<legacy payload>,stale client message,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1272,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-legacy-wallet_blocks_,CB-legacy-wallet_blocks_,Representative full-path contract for wallet_blocks_<legacy payload>,stale client message,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1273,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-legacy-wallet_miner_,CB-legacy-wallet_miner_,Representative full-path contract for wallet_miner_<legacy payload>,stale client message,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1274,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-legacy-wallet_remove_confirm_,CB-legacy-wallet_remove_confirm_,Representative full-path contract for wallet_remove_confirm_<legacy payload>,stale client message,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1275,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-CB-legacy-wallet_remove_do_,CB-legacy-wallet_remove_do_,Representative full-path contract for wallet_remove_do_<legacy payload>,stale client message,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/presentation/telegram/handlers/mod.rs:1276,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND IDENTITY-01,TG-01;IDENTITY-01,EXEC-02 AND COMPONENT-01 may supply handler-level evidence after resolution; cannot close this full-dispatcher FLOW row.,NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
FLOW-JOB-telegram_webhook_server,JOB-telegram_webhook_server,Representative full-path contract for telegram_webhook_server,configured service instance,Required: isolated full application / approved provider sandbox,STATIC_DISCOVERY_ONLY; not executed as full flow,BLOCKED,src/main.rs:688,"Tool-safety reason unresolved. Feature prerequisites are listed separately, including data/provider/schedule/product requirements. No new flow execution; no real-provider credential shortage inferred for a mock-only test.",,BLOCKED,PRIOR_OUTCOME_RETAINED,NO,EXEC-01 AND BOOT-01 AND TG-01 AND OBS-HTTP AND SIGNAL-01,TG-01;OBS-HTTP;SIGNAL-01,"Library-only evidence, if separately approved, must remain component-level.",NO_FOR_SIMULATED_SCOPE,BLOCKED,EXEC-01 cannot start because task-owned isolated DB/runtime environment provisioning OPQUAL-DB-001 was TOOL_BLOCKED before execution; no bypass permitted.,OPQUAL-DB-001-BLOCKED.json; execution_started=false; no Docker/network/DB aftermath.,8b380d2f882ddf0e634c5d61e0d73d2c32f23220
